,bonds,stocks,cash
2022-01-01,-0.00619818480000001,-0.054548710334793915,0.000423399086108001
2022-02-01,-0.00318813340000001,-0.06353954298098718,0.000423286162310132
2022-03-01,-0.0131626833,0.004539015351402664,0.000634376244487811
2022-04-01,-0.00779302010000005,-0.056110628971071996,0.000858294848139041
2022-05-01,0.00276684159999996,-0.02546941750361853,0.00114959049160235
2022-06-01,-0.004559165400000009,-0.04172055569124211,0.0014259552022668487
2022-07-01,0.009092505699999975,0.10593129039021099,0.0017291690286582728
2022-08-01,-0.013728512200000043,-0.031287797901891845,0.002091251027394936
2022-09-01,-0.014565583500000034,-0.025830008723161546,0.0022307116442199515
2022-10-01,0.0006166448000000102,0.018268739794556232,0.00266500384607693
2022-11-01,0.0074103660000000016,-0.0024315138934073444,0.0027897748115928156
2022-12-01,-0.0034887000000000112,-0.07796903061706162,0.0033343408601644864
2023-01-01,0.009807207099999937,0.07346578600385789,0.0033343408601644864
2023-02-01,-0.009636382499999985,0.023630428641131074,0.003103542819725247
2023-03-01,0.01634720640000009,0.05889156051720179,0.0037428486250283832
2023-04-01,0.003734945699999992,0.029183070175306636,0.0039630718628933526
2023-05-01,-0.0010869363000000076,0.05521380588929237,0.004201922820074477
2023-06-01,-0.005106688899999989,0.03824246281023935,0.0042115778819378225
2023-07-01,0.00444783559999995,0.013162392497472863,0.004352268874882048
2023-08-01,0.0038025493000000132,0.023778674354777207,0.004352268874882048
2023-09-01,-0.0025888817000000452,-0.06510829525902107,0.0042115778819378225
2023-10-01,0.003329248000000007,0.008009029582830118,0.004352268874882048
2023-11-01,0.012080549500000037,0.047296494485385976,0.0042115778819378225
2023-12-01,0.01422690559999995,0.018899908933688758,0.004352268874882048
2024-01-01,0.002654308299999908,0.05038521940483731,0.004352268874882048
2024-02-01,-0.005109966300000046,0.0708374653567736,0.004070906597173796
2024-03-01,0.004775983200000056,0.03741800836623299,0.004352268874882048
2024-04-01,-0.004671483999999948,-0.02975660375518885,0.0042115778819378225
2024-05-01,0.006421548000000055,0.018003459660334897,0.004352268874882048
2024-06-01,0.006813287499999987,0.0569059213688865,0.0042115778819378225
2024-07-01,0.013037045699999972,0.016058463094650532,0.004352268874882048
2024-08-01,0.00791128079999992,-0.027288348169442145,0.004234627395755197
2024-09-01,0.008391319800000074,0.0026264696203561755,0.004015446068190931
2024-10-01,-0.006579904600000019,0.049663253653663864,0.0038479796011039458
2024-11-01,0.006051672899999971,0.05945379311947607,0.0035692889469938205
2024-12-01,0.0006032103999999983,0.06011590206037387,0.0033343408601644864
